Date,Open,High,Low,Close,Adj Close,Volume
2016-07-25,225000.000000,230500.000000,224000.000000,230000.000000,187251.781250,242294
2016-07-26,230000.000000,232500.000000,227000.000000,232000.000000,188880.078125,168291
2016-07-27,232000.000000,233500.000000,230500.000000,231000.000000,188065.937500,145344
2016-07-28,231000.000000,232500.000000,229000.000000,229500.000000,186844.718750,132506
2016-07-29,231500.000000,234000.000000,228000.000000,230000.000000,187251.781250,157571
2016-08-01,228500.000000,229500.000000,225500.000000,226500.000000,184402.296875,178229
2016-08-02,225000.000000,225500.000000,221000.000000,223500.000000,181959.921875,194318
2016-08-03,221500.000000,223500.000000,220500.000000,221000.000000,179924.546875,169555
2016-08-04,222500.000000,223500.000000,218500.000000,220500.000000,179517.500000,156595
2016-08-05,220500.000000,223000.000000,220500.000000,221000.000000,179924.546875,120227
2016-08-08,222000.000000,223500.000000,219000.000000,222000.000000,180738.656250,100101
2016-08-09,222000.000000,225500.000000,222000.000000,224500.000000,182774.046875,125963
2016-08-10,223000.000000,225000.000000,223000.000000,224000.000000,182366.968750,142021
2016-08-11,223500.000000,227000.000000,223000.000000,227000.000000,184809.390625,172999
2016-08-12,227000.000000,227500.000000,225000.000000,226500.000000,184402.296875,92615
2016-08-16,226500.000000,228000.000000,226000.000000,227000.000000,184809.390625,125619
2016-08-17,226000.000000,228500.000000,225500.000000,228000.000000,185623.531250,71979
2016-08-18,229000.000000,229000.000000,226500.000000,226500.000000,184402.296875,77448
2016-08-19,228000.000000,228000.000000,222500.000000,224000.000000,182366.968750,155828
2016-08-22,222000.000000,222500.000000,220000.000000,221000.000000,179924.546875,99900
2016-08-23,221000.000000,222000.000000,218500.000000,220000.000000,179110.390625,97058
2016-08-24,220000.000000,220500.000000,218500.000000,220500.000000,179517.500000,84103
2016-08-25,220500.000000,222500.000000,219000.000000,220500.000000,179517.500000,136669
2016-08-26,220500.000000,223000.000000,219500.000000,222500.000000,181145.750000,82775
2016-08-29,222000.000000,222500.000000,220000.000000,221000.000000,179924.546875,78832
2016-08-30,221000.000000,223000.000000,220000.000000,220500.000000,179517.500000,70156
2016-08-31,220000.000000,221500.000000,218500.000000,218500.000000,177889.187500,88109
2016-09-01,218500.000000,220000.000000,216500.000000,216500.000000,176260.921875,120438
2016-09-02,217500.000000,218000.000000,216000.000000,216000.000000,175853.859375,95241
2016-09-05,218000.000000,222500.000000,218000.000000,220500.000000,179517.500000,116754
2016-09-06,221000.000000,222000.000000,218500.000000,219500.000000,178703.343750,80818
2016-09-07,219000.000000,222500.000000,218000.000000,221000.000000,179924.546875,106139
2016-09-08,220500.000000,224500.000000,219500.000000,223500.000000,181959.921875,178297
2016-09-09,221500.000000,223000.000000,219000.000000,222000.000000,180738.656250,91086
2016-09-12,221000.000000,222000.000000,218500.000000,219000.000000,178296.265625,102125
2016-09-13,221000.000000,221500.000000,217000.000000,217500.000000,177075.062500,104080
2016-09-19,215500.000000,219500.000000,215500.000000,217000.000000,176668.015625,126473
2016-09-20,220500.000000,220500.000000,215500.000000,217000.000000,176668.015625,151515
2016-09-21,215500.000000,218000.000000,215500.000000,216000.000000,175853.859375,91783
2016-09-22,216000.000000,219000.000000,216000.000000,218000.000000,177482.140625,114776
2016-09-23,220000.000000,221000.000000,218500.000000,220500.000000,179517.500000,142865
2016-09-26,221500.000000,223500.000000,220500.000000,221000.000000,179924.546875,86081
2016-09-27,221000.000000,223500.000000,219500.000000,222000.000000,180738.656250,148938
2016-09-28,221000.000000,223500.000000,220500.000000,222500.000000,181145.750000,121334
2016-09-29,224000.000000,227500.000000,223500.000000,226000.000000,183995.250000,169167
2016-09-30,226500.000000,227000.000000,223000.000000,226000.000000,183995.250000,167857
2016-10-04,225000.000000,225500.000000,224000.000000,224500.000000,182774.046875,152682
2016-10-05,222000.000000,223500.000000,220000.000000,222500.000000,181145.750000,160603
2016-10-06,218500.000000,220000.000000,217000.000000,219000.000000,178296.265625,123495
2016-10-07,218000.000000,219000.000000,215500.000000,216000.000000,175853.859375,188082
2016-10-10,218000.000000,220500.000000,217500.000000,219500.000000,178703.343750,156419
2016-10-11,221500.000000,221500.000000,218500.000000,219500.000000,178703.343750,101589
2016-10-12,220500.000000,221000.000000,219000.000000,219000.000000,178296.265625,104841
2016-10-13,218000.000000,220000.000000,216500.000000,219500.000000,178703.343750,137901
2016-10-14,220000.000000,221500.000000,219000.000000,221000.000000,179924.546875,103212
2016-10-17,221000.000000,226500.000000,219500.000000,225500.000000,183588.140625,203974
2016-10-18,225000.000000,229000.000000,224500.000000,227500.000000,185216.468750,171136
2016-10-19,227500.000000,230000.000000,227000.000000,229000.000000,186437.640625,135654
2016-10-20,227500.000000,227500.000000,222500.000000,224500.000000,182774.046875,105751
2016-10-21,224000.000000,224500.000000,221000.000000,224000.000000,182366.968750,203477
2016-10-24,225000.000000,227500.000000,224500.000000,227500.000000,185216.468750,131533
2016-10-25,229000.000000,232500.000000,228500.000000,231500.000000,188473.000000,220427
2016-10-26,229500.000000,231500.000000,227500.000000,230000.000000,187251.781250,115210
2016-10-27,230000.000000,233000.000000,229000.000000,232500.000000,189287.140625,131271
2016-10-28,228500.000000,229500.000000,223500.000000,224500.000000,182774.046875,212018
2016-10-31,222500.000000,226500.000000,222000.000000,223500.000000,181959.921875,158045
2016-11-01,224500.000000,226500.000000,223500.000000,226000.000000,183995.250000,102735
2016-11-02,224000.000000,225000.000000,222500.000000,223500.000000,181959.921875,115327
